0.3142 	WARNING 	Movie2 stim could not be imported and won't be available
2.9509 	EXP 	Created LowerBrackets = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'cyan', colorSpace='named', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font=u'Courier', fontFiles=[], height=0.25, italic=False, name='LowerBrackets', opacity=1.0, ori=0, pos=array([ 0. , -0.3]), rgb=array([   0.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1.5)
2.9524 	EXP 	Created BotLowerLine = Line(autoDraw=False, autoLog=True, closeShape=False, contrast=1.0, depth=0, fillColor=None, fillColorSpace=u'rgb', fillRGB=None, interpolate=True, lineColor=u'cyan', lineColorSpace='named', lineRGB=array([   0.,  255.,  255.]), lineWidth=2, name='BotLowerLine', opacity=1.0, ori=array(0.0), pos=array([ 0.  , -0.45]), size=array([ 1.,  1.]), units=u'norm', vertices=array([[-1.,  0.],
       [ 1.,  0.]]), win=Window(...))
2.9564 	EXP 	Created TrialCrossHair = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'green', colorSpace='named', contrast=1.0, depth=-9.0, flipHoriz=False, flipVert=False, font=u'Courier', fontFiles=[], height=0.2, italic=False, name='TrialCrossHair', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([   0.,  128.,    0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
2.9593 	EXP 	Created RestCrossHair = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'red', colorSpace='named', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, font=u'Courier', fontFiles=[], height=0.2, italic=False, name='RestCrossHair', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,    0.,    0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
3.0067 	EXP 	Created RestCrossHair = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'red', colorSpace='named', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, font=u'Courier', fontFiles=[], height=0.1, italic=False, name='RestCrossHair', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,    0.,    0.]), text=u'Waiting for Scanner\n Or press r to advance', units=u'norm', win=Window(...), wrapWidth=1)
3.0168 	EXP 	Created RestCrossHair = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'yellow', colorSpace='named', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, font=u'Courier', fontFiles=[], height=0.1, italic=False, name='RestCrossHair', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,    0.]), text=u'Merci\nThank you', units=u'norm', win=Window(...), wrapWidth=1)
3.0226 	EXP 	Created FeedbackMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Courier', fontFiles=[], height=0.1, italic=False, name='FeedbackMsg', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units='norm', win=Window(...), wrapWidth=1)
3.0276 	EXP 	Imported /Users/jason/Dropbox/SteffenerColumbia/Scripts/ExperimentalStimuli/PartialTrialDIR/ExperimentalTrials/Training30TrialsInOrder.csv as conditions, 30 conditions, 14 params
3.0280 	EXP 	Created sequence: sequential, trialTypes=30, nReps=1, seed=None
3.1371 	EXP 	RestCrossHair: autoDraw = True
8.0318 	DATA 	Keypress: r
8.0563 	EXP 	RestCrossHair: autoDraw = False
8.0563 	EXP 	RestCrossHair: autoDraw = True
13.0265 	EXP 	New trial (rep=0, index=0): {'RetDur': 0, 'BotBrack': 1, 'StimDur': 2, 'UpBrack': 2, 'ProbeDurITI': 6.9199999999999999, 'ProbeDur': 2, 'ProbeStart': 2, 'TrialDur': 4, 'ITI': 4.9199999999999999, 'StimSet': u'KTJDRY', 'RetStart': 2, 'ProbeLet': u'tbnmqx', 'TrialITIDur': 8.9199999999999999, 'Correct': u'down'}
13.0636 	EXP 	window1: recordFrameIntervals = False
13.0922 	EXP 	RestCrossHair: autoDraw = False
13.0922 	EXP 	RestCrossHair: autoDraw = False
13.0922 	EXP 	UpperText: text = u' K T J D R Y '
13.0922 	EXP 	UpperBrackets: text = '  { }        '
13.0922 	EXP 	LowerText: text = u' t b n m q x '
13.0922 	EXP 	LowerBrackets: text = '{ }          '
13.0922 	EXP 	TopUpperLine: autoDraw = True
13.0922 	EXP 	UpperText: autoDraw = True
13.0922 	EXP 	UpperBrackets: autoDraw = True
13.0922 	EXP 	BotUpperLine: autoDraw = True
13.0922 	EXP 	TopLowerLine: autoDraw = True
13.0922 	EXP 	BotLowerLine: autoDraw = True
13.0922 	EXP 	TrialCrossHair: autoDraw = True
13.0925 	EXP 	window1: recordFrameIntervals = False
15.0432 	EXP 	UpperText: autoDraw = False
15.0432 	EXP 	UpperBrackets: autoDraw = False
15.0599 	EXP 	LowerText: autoDraw = True
15.0599 	EXP 	LowerBrackets: autoDraw = True
16.1943 	DATA 	Keypress: down
17.0443 	EXP 	LowerText: autoDraw = False
17.0443 	EXP 	LowerBrackets: autoDraw = False
17.0443 	EXP 	TrialCrossHair: autoDraw = False
17.0443 	EXP 	RestCrossHair: autoDraw = True
17.2282 	DATA 	Keypress: down
21.9310 	DATA 	Keypress: down
21.9803 	EXP 	TopUpperLine: autoDraw = False
21.9803 	EXP 	BotUpperLine: autoDraw = False
21.9803 	EXP 	TopLowerLine: autoDraw = False
21.9803 	EXP 	BotLowerLine: autoDraw = False
21.9803 	EXP 	RestCrossHair: autoDraw = False
21.9803 	EXP 	TopUpperLine: autoDraw = False
21.9803 	EXP 	UpperText: autoDraw = False
21.9803 	EXP 	UpperBrackets: autoDraw = False
21.9803 	EXP 	BotUpperLine: autoDraw = False
21.9803 	EXP 	TopLowerLine: autoDraw = False
21.9803 	EXP 	LowerText: autoDraw = False
21.9803 	EXP 	LowerBrackets: autoDraw = False
21.9803 	EXP 	BotLowerLine: autoDraw = False
21.9803 	EXP 	TrialCrossHair: autoDraw = False
21.9803 	EXP 	RestCrossHair: autoDraw = False
21.9803 	EXP 	FeedbackMsg: text = 'Correct! RT=6.888'
21.9803 	EXP 	FeedbackMsg: autoDraw = True
23.4645 	EXP 	FeedbackMsg: autoDraw = False
23.4645 	EXP 	RestCrossHair: autoDraw = True
24.4489 	EXP 	New trial (rep=0, index=1): {'RetDur': 0, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 2, 'ProbeDurITI': 4.2450000000000001, 'ProbeDur': 0, 'ProbeStart': 2, 'TrialDur': 2, 'ITI': 4.2450000000000001, 'StimSet': u'NDGJXB', 'RetStart': 2, 'ProbeLet': u' ', 'TrialITIDur': 6.2450000000000001, 'Correct': u'none'}
24.4715 	EXP 	window1: recordFrameIntervals = False
24.4985 	EXP 	RestCrossHair: autoDraw = False
24.4985 	EXP 	UpperText: text = u' N D G J X B '
24.4985 	EXP 	UpperBrackets: text = '  { }        '
24.4985 	EXP 	LowerText: text = u'   '
24.4985 	EXP 	LowerBrackets: text = ''
24.4985 	EXP 	TopUpperLine: autoDraw = True
24.4985 	EXP 	UpperText: autoDraw = True
24.4985 	EXP 	UpperBrackets: autoDraw = True
24.4985 	EXP 	BotUpperLine: autoDraw = True
24.4985 	EXP 	TopLowerLine: autoDraw = True
24.4985 	EXP 	BotLowerLine: autoDraw = True
24.4985 	EXP 	TrialCrossHair: autoDraw = True
24.4988 	EXP 	window1: recordFrameIntervals = False
26.4661 	EXP 	UpperText: autoDraw = False
26.4661 	EXP 	UpperBrackets: autoDraw = False
26.4661 	EXP 	TrialCrossHair: autoDraw = False
26.4828 	EXP 	LowerText: autoDraw = True
26.4828 	EXP 	LowerBrackets: autoDraw = True
26.4828 	EXP 	RestCrossHair: autoDraw = True
26.4995 	EXP 	LowerText: autoDraw = False
26.4995 	EXP 	LowerBrackets: autoDraw = False
30.7187 	EXP 	TopUpperLine: autoDraw = False
30.7187 	EXP 	BotUpperLine: autoDraw = False
30.7187 	EXP 	TopLowerLine: autoDraw = False
30.7187 	EXP 	BotLowerLine: autoDraw = False
30.7187 	EXP 	RestCrossHair: autoDraw = False
30.7187 	EXP 	TopUpperLine: autoDraw = False
30.7187 	EXP 	UpperText: autoDraw = False
30.7187 	EXP 	UpperBrackets: autoDraw = False
30.7187 	EXP 	BotUpperLine: autoDraw = False
30.7187 	EXP 	TopLowerLine: autoDraw = False
30.7187 	EXP 	LowerText: autoDraw = False
30.7187 	EXP 	LowerBrackets: autoDraw = False
30.7187 	EXP 	BotLowerLine: autoDraw = False
30.7187 	EXP 	TrialCrossHair: autoDraw = False
30.7187 	EXP 	RestCrossHair: autoDraw = False
30.7187 	EXP 	FeedbackMsg: text = 'No response, good!'
30.7187 	EXP 	FeedbackMsg: autoDraw = True
32.2028 	EXP 	FeedbackMsg: autoDraw = False
32.2028 	EXP 	RestCrossHair: autoDraw = True
33.1873 	EXP 	New trial (rep=0, index=2): {'RetDur': 5, 'BotBrack': 6, 'StimDur': 2, 'UpBrack': 3, 'ProbeDurITI': 6.0510000000000002, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.0510000000000002, 'StimSet': u'NWQMYF', 'RetStart': 2, 'ProbeLet': u'jhbrxg', 'TrialITIDur': 13.050999999999998, 'Correct': u'right'}
33.2252 	EXP 	window1: recordFrameIntervals = False
33.2533 	EXP 	RestCrossHair: autoDraw = False
33.2533 	EXP 	UpperText: text = u' N W Q M Y F '
33.2533 	EXP 	UpperBrackets: text = '    { }      '
33.2533 	EXP 	LowerText: text = u' j h b r x g '
33.2533 	EXP 	LowerBrackets: text = '          { }'
33.2533 	EXP 	TopUpperLine: autoDraw = True
33.2533 	EXP 	UpperText: autoDraw = True
33.2533 	EXP 	UpperBrackets: autoDraw = True
33.2533 	EXP 	BotUpperLine: autoDraw = True
33.2533 	EXP 	TopLowerLine: autoDraw = True
33.2533 	EXP 	BotLowerLine: autoDraw = True
33.2533 	EXP 	TrialCrossHair: autoDraw = True
33.2535 	EXP 	window1: recordFrameIntervals = False
35.2043 	EXP 	UpperText: autoDraw = False
35.2043 	EXP 	UpperBrackets: autoDraw = False
40.2157 	EXP 	LowerText: autoDraw = True
40.2157 	EXP 	LowerBrackets: autoDraw = True
41.9247 	DATA 	Keypress: right
42.2243 	EXP 	LowerText: autoDraw = False
42.2243 	EXP 	LowerBrackets: autoDraw = False
42.2243 	EXP 	TrialCrossHair: autoDraw = False
42.2243 	EXP 	RestCrossHair: autoDraw = True
44.7094 	DATA 	Keypress: right
46.2594 	EXP 	TopUpperLine: autoDraw = False
46.2594 	EXP 	BotUpperLine: autoDraw = False
46.2594 	EXP 	TopLowerLine: autoDraw = False
46.2594 	EXP 	BotLowerLine: autoDraw = False
46.2594 	EXP 	RestCrossHair: autoDraw = False
46.2594 	EXP 	TopUpperLine: autoDraw = False
46.2594 	EXP 	UpperText: autoDraw = False
46.2594 	EXP 	UpperBrackets: autoDraw = False
46.2594 	EXP 	BotUpperLine: autoDraw = False
46.2594 	EXP 	TopLowerLine: autoDraw = False
46.2594 	EXP 	LowerText: autoDraw = False
46.2594 	EXP 	LowerBrackets: autoDraw = False
46.2594 	EXP 	BotLowerLine: autoDraw = False
46.2594 	EXP 	TrialCrossHair: autoDraw = False
46.2594 	EXP 	RestCrossHair: autoDraw = False
46.2594 	EXP 	FeedbackMsg: text = 'Correct! RT=4.520'
46.2594 	EXP 	FeedbackMsg: autoDraw = True
47.7436 	EXP 	FeedbackMsg: autoDraw = False
47.7436 	EXP 	FeedbackMsg: autoDraw = False
47.7436 	EXP 	RestCrossHair: autoDraw = True
48.7283 	EXP 	New trial (rep=0, index=3): {'RetDur': 5, 'BotBrack': 6, 'StimDur': 2, 'UpBrack': 3, 'ProbeDurITI': 6.3529999999999998, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.3529999999999998, 'StimSet': u'JNDLBY', 'RetStart': 2, 'ProbeLet': u'tfmqgd', 'TrialITIDur': 13.353, 'Correct': u'down'}
48.7617 	EXP 	window1: recordFrameIntervals = False
48.7856 	EXP 	RestCrossHair: autoDraw = False
48.7856 	EXP 	RestCrossHair: autoDraw = False
48.7856 	EXP 	UpperText: text = u' J N D L B Y '
48.7856 	EXP 	UpperBrackets: text = '    { }      '
48.7856 	EXP 	LowerText: text = u' t f m q g d '
48.7856 	EXP 	LowerBrackets: text = '          { }'
48.7856 	EXP 	TopUpperLine: autoDraw = True
48.7856 	EXP 	UpperText: autoDraw = True
48.7856 	EXP 	UpperBrackets: autoDraw = True
48.7856 	EXP 	BotUpperLine: autoDraw = True
48.7856 	EXP 	TopLowerLine: autoDraw = True
48.7856 	EXP 	BotLowerLine: autoDraw = True
48.7856 	EXP 	TrialCrossHair: autoDraw = True
48.7858 	EXP 	window1: recordFrameIntervals = False
50.7532 	EXP 	UpperText: autoDraw = False
50.7532 	EXP 	UpperBrackets: autoDraw = False
55.7644 	EXP 	LowerText: autoDraw = True
55.7644 	EXP 	LowerBrackets: autoDraw = True
57.0060 	DATA 	Keypress: down
57.7393 	EXP 	LowerText: autoDraw = False
57.7393 	EXP 	LowerBrackets: autoDraw = False
57.7393 	EXP 	TrialCrossHair: autoDraw = False
57.7560 	EXP 	RestCrossHair: autoDraw = True
62.1022 	EXP 	TopUpperLine: autoDraw = False
62.1022 	EXP 	BotUpperLine: autoDraw = False
62.1022 	EXP 	TopLowerLine: autoDraw = False
62.1022 	EXP 	BotLowerLine: autoDraw = False
62.1022 	EXP 	RestCrossHair: autoDraw = False
62.1022 	EXP 	TopUpperLine: autoDraw = False
62.1022 	EXP 	UpperText: autoDraw = False
62.1022 	EXP 	UpperBrackets: autoDraw = False
62.1022 	EXP 	BotUpperLine: autoDraw = False
62.1022 	EXP 	TopLowerLine: autoDraw = False
62.1022 	EXP 	LowerText: autoDraw = False
62.1022 	EXP 	LowerBrackets: autoDraw = False
62.1022 	EXP 	BotLowerLine: autoDraw = False
62.1022 	EXP 	TrialCrossHair: autoDraw = False
62.1022 	EXP 	RestCrossHair: autoDraw = False
62.1022 	EXP 	FeedbackMsg: text = 'Correct! RT=1.268'
62.1022 	EXP 	FeedbackMsg: autoDraw = True
63.6035 	EXP 	FeedbackMsg: autoDraw = False
63.6035 	EXP 	RestCrossHair: autoDraw = True
64.5879 	EXP 	New trial (rep=0, index=4): {'RetDur': 5, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 5, 'ProbeDurITI': 4.7290000000000001, 'ProbeDur': 0, 'ProbeStart': 7, 'TrialDur': 7, 'ITI': 4.7290000000000001, 'StimSet': u'JXKMYH', 'RetStart': 2, 'ProbeLet': u' ', 'TrialITIDur': 11.729000000000001, 'Correct': u'none'}
64.6083 	EXP 	window1: recordFrameIntervals = False
64.6205 	EXP 	RestCrossHair: autoDraw = False
64.6205 	EXP 	UpperText: text = u' J X K M Y H '
64.6205 	EXP 	UpperBrackets: text = '        { }  '
64.6205 	EXP 	LowerText: text = u'   '
64.6205 	EXP 	LowerBrackets: text = ''
64.6205 	EXP 	TopUpperLine: autoDraw = True
64.6205 	EXP 	UpperText: autoDraw = True
64.6205 	EXP 	UpperBrackets: autoDraw = True
64.6205 	EXP 	BotUpperLine: autoDraw = True
64.6205 	EXP 	TopLowerLine: autoDraw = True
64.6205 	EXP 	BotLowerLine: autoDraw = True
64.6205 	EXP 	TrialCrossHair: autoDraw = True
64.6207 	EXP 	window1: recordFrameIntervals = False
66.6049 	EXP 	UpperText: autoDraw = False
66.6049 	EXP 	UpperBrackets: autoDraw = False
71.6072 	EXP 	LowerText: autoDraw = True
71.6072 	EXP 	LowerBrackets: autoDraw = True
71.6072 	EXP 	TrialCrossHair: autoDraw = False
71.6072 	EXP 	RestCrossHair: autoDraw = True
71.6237 	EXP 	LowerText: autoDraw = False
71.6237 	EXP 	LowerBrackets: autoDraw = False
76.3253 	EXP 	TopUpperLine: autoDraw = False
76.3253 	EXP 	BotUpperLine: autoDraw = False
76.3253 	EXP 	TopLowerLine: autoDraw = False
76.3253 	EXP 	BotLowerLine: autoDraw = False
76.3253 	EXP 	RestCrossHair: autoDraw = False
76.3253 	EXP 	TopUpperLine: autoDraw = False
76.3253 	EXP 	UpperText: autoDraw = False
76.3253 	EXP 	UpperBrackets: autoDraw = False
76.3253 	EXP 	BotUpperLine: autoDraw = False
76.3253 	EXP 	TopLowerLine: autoDraw = False
76.3253 	EXP 	LowerText: autoDraw = False
76.3253 	EXP 	LowerBrackets: autoDraw = False
76.3253 	EXP 	BotLowerLine: autoDraw = False
76.3253 	EXP 	TrialCrossHair: autoDraw = False
76.3253 	EXP 	RestCrossHair: autoDraw = False
76.3253 	EXP 	FeedbackMsg: text = 'No response, good!'
76.3253 	EXP 	FeedbackMsg: autoDraw = True
77.8261 	EXP 	FeedbackMsg: autoDraw = False
77.8261 	EXP 	RestCrossHair: autoDraw = True
78.8105 	EXP 	New trial (rep=0, index=5): {'RetDur': 5, 'BotBrack': 6, 'StimDur': 2, 'UpBrack': 12, 'ProbeDurITI': 6.0170000000000003, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.0169999999999995, 'StimSet': u'KNTYRB', 'RetStart': 2, 'ProbeLet': u'jfgldw', 'TrialITIDur': 13.017000000000001, 'Correct': u'right'}
78.8431 	EXP 	window1: recordFrameIntervals = False
78.8599 	EXP 	RestCrossHair: autoDraw = False
78.8599 	EXP 	UpperText: text = u' K N T Y R B '
78.8599 	EXP 	UpperBrackets: text = '{   }        '
78.8599 	EXP 	LowerText: text = u' j f g l d w '
78.8599 	EXP 	LowerBrackets: text = '          { }'
78.8599 	EXP 	TopUpperLine: autoDraw = True
78.8599 	EXP 	UpperText: autoDraw = True
78.8599 	EXP 	UpperBrackets: autoDraw = True
78.8599 	EXP 	BotUpperLine: autoDraw = True
78.8599 	EXP 	TopLowerLine: autoDraw = True
78.8599 	EXP 	BotLowerLine: autoDraw = True
78.8599 	EXP 	TrialCrossHair: autoDraw = True
78.8602 	EXP 	window1: recordFrameIntervals = False
80.8275 	EXP 	UpperText: autoDraw = False
80.8275 	EXP 	UpperBrackets: autoDraw = False
85.8300 	EXP 	LowerText: autoDraw = True
85.8300 	EXP 	LowerBrackets: autoDraw = True
87.1646 	DATA 	Keypress: right
87.8310 	EXP 	LowerText: autoDraw = False
87.8310 	EXP 	LowerBrackets: autoDraw = False
87.8310 	EXP 	TrialCrossHair: autoDraw = False
87.8310 	EXP 	RestCrossHair: autoDraw = True
87.9148 	DATA 	Keypress: right
91.8468 	EXP 	TopUpperLine: autoDraw = False
91.8468 	EXP 	BotUpperLine: autoDraw = False
91.8468 	EXP 	TopLowerLine: autoDraw = False
91.8468 	EXP 	BotLowerLine: autoDraw = False
91.8468 	EXP 	RestCrossHair: autoDraw = False
91.8468 	EXP 	TopUpperLine: autoDraw = False
91.8468 	EXP 	UpperText: autoDraw = False
91.8468 	EXP 	UpperBrackets: autoDraw = False
91.8468 	EXP 	BotUpperLine: autoDraw = False
91.8468 	EXP 	TopLowerLine: autoDraw = False
91.8468 	EXP 	LowerText: autoDraw = False
91.8468 	EXP 	LowerBrackets: autoDraw = False
91.8468 	EXP 	BotLowerLine: autoDraw = False
91.8468 	EXP 	TrialCrossHair: autoDraw = False
91.8468 	EXP 	RestCrossHair: autoDraw = False
91.8468 	EXP 	FeedbackMsg: text = 'Correct! RT=2.102'
91.8468 	EXP 	FeedbackMsg: autoDraw = True
93.3337 	EXP 	FeedbackMsg: autoDraw = False
93.3337 	EXP 	RestCrossHair: autoDraw = True
94.3181 	EXP 	New trial (rep=0, index=6): {'RetDur': 5, 'BotBrack': 4, 'StimDur': 2, 'UpBrack': 34, 'ProbeDurITI': 6.4860000000000007, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.4860000000000007, 'StimSet': u'HQDTGF', 'RetStart': 2, 'ProbeLet': u'lbwnrx', 'TrialITIDur': 13.485999999999999, 'Correct': u'right'}
94.3496 	EXP 	window1: recordFrameIntervals = False
94.3675 	EXP 	RestCrossHair: autoDraw = False
94.3675 	EXP 	UpperText: text = u' H Q D T G F '
94.3675 	EXP 	UpperBrackets: text = '    {   }    '
94.3675 	EXP 	LowerText: text = u' l b w n r x '
94.3675 	EXP 	LowerBrackets: text = '      { }    '
94.3675 	EXP 	TopUpperLine: autoDraw = True
94.3675 	EXP 	UpperText: autoDraw = True
94.3675 	EXP 	UpperBrackets: autoDraw = True
94.3675 	EXP 	BotUpperLine: autoDraw = True
94.3675 	EXP 	TopLowerLine: autoDraw = True
94.3675 	EXP 	BotLowerLine: autoDraw = True
94.3675 	EXP 	TrialCrossHair: autoDraw = True
94.3677 	EXP 	window1: recordFrameIntervals = False
96.3353 	EXP 	UpperText: autoDraw = False
96.3353 	EXP 	UpperBrackets: autoDraw = False
101.3501 	EXP 	LowerText: autoDraw = True
101.3501 	EXP 	LowerBrackets: autoDraw = True
102.3723 	DATA 	Keypress: right
102.9226 	DATA 	Keypress: right
103.3389 	EXP 	LowerText: autoDraw = False
103.3389 	EXP 	LowerBrackets: autoDraw = False
103.3389 	EXP 	TrialCrossHair: autoDraw = False
103.3389 	EXP 	RestCrossHair: autoDraw = True
107.8359 	EXP 	TopUpperLine: autoDraw = False
107.8359 	EXP 	BotUpperLine: autoDraw = False
107.8359 	EXP 	TopLowerLine: autoDraw = False
107.8359 	EXP 	BotLowerLine: autoDraw = False
107.8359 	EXP 	RestCrossHair: autoDraw = False
107.8359 	EXP 	TopUpperLine: autoDraw = False
107.8359 	EXP 	UpperText: autoDraw = False
107.8359 	EXP 	UpperBrackets: autoDraw = False
107.8359 	EXP 	BotUpperLine: autoDraw = False
107.8359 	EXP 	TopLowerLine: autoDraw = False
107.8359 	EXP 	LowerText: autoDraw = False
107.8359 	EXP 	LowerBrackets: autoDraw = False
107.8359 	EXP 	BotLowerLine: autoDraw = False
107.8359 	EXP 	TrialCrossHair: autoDraw = False
107.8359 	EXP 	RestCrossHair: autoDraw = False
107.8359 	EXP 	FeedbackMsg: text = 'Correct! RT=1.601'
107.8359 	EXP 	FeedbackMsg: autoDraw = True
109.3253 	EXP 	FeedbackMsg: autoDraw = False
109.3253 	EXP 	RestCrossHair: autoDraw = True
110.3099 	EXP 	New trial (rep=0, index=7): {'RetDur': 5, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 34, 'ProbeDurITI': 4.2469999999999999, 'ProbeDur': 0, 'ProbeStart': 7, 'TrialDur': 7, 'ITI': 4.2469999999999999, 'StimSet': u'KBTDYW', 'RetStart': 2, 'ProbeLet': u' ', 'TrialITIDur': 11.247, 'Correct': u'none'}
110.3288 	EXP 	window1: recordFrameIntervals = False
110.3532 	EXP 	RestCrossHair: autoDraw = False
110.3532 	EXP 	UpperText: text = u' K B T D Y W '
110.3532 	EXP 	UpperBrackets: text = '    {   }    '
110.3532 	EXP 	LowerText: text = u'   '
110.3532 	EXP 	LowerBrackets: text = ''
110.3532 	EXP 	TopUpperLine: autoDraw = True
110.3532 	EXP 	UpperText: autoDraw = True
110.3532 	EXP 	UpperBrackets: autoDraw = True
110.3532 	EXP 	BotUpperLine: autoDraw = True
110.3532 	EXP 	TopLowerLine: autoDraw = True
110.3532 	EXP 	BotLowerLine: autoDraw = True
110.3532 	EXP 	TrialCrossHair: autoDraw = True
110.3534 	EXP 	window1: recordFrameIntervals = False
112.3269 	EXP 	UpperText: autoDraw = False
112.3269 	EXP 	UpperBrackets: autoDraw = False
117.3295 	EXP 	LowerText: autoDraw = True
117.3295 	EXP 	LowerBrackets: autoDraw = True
117.3295 	EXP 	TrialCrossHair: autoDraw = False
117.3295 	EXP 	RestCrossHair: autoDraw = True
